,Name,Email,Country,Product,Price,Quantity,Date,Total Price
276,Laura Long,LauraLong@example.org,Usa,Laptop,400.0,4.0,2007-09-23,1600.0
277,Michelle Williams,MichelleWilliams@example.org,Usa,Headphones,14.0,2.0,1985-04-29,28.0
278,Jeremy Tucker,JeremyTucker@example.net,Bangladesh,Laptop,100.0,2.0,1977-11-16,200.0
279,Raymond Murillo,RaymondMurillo@example.net,Canada,Laptop,400.0,1.0,2007-10-02,400.0
280,Andrew Williams,AndrewWilliams@example.net,Usa,Laptop,400.0,1.0,2001-07-27,400.0
281,Antonio Williams,AntonioWilliams@example.net,Canada,Laptop,300.0,4.0,2000-04-04,1200.0
282,Danielle Porter,DaniellePorter@example.com,Germany,Keyboard,30.0,3.0,2024-09-21,90.0
283,Susan Pearson,SusanPearson@example.net,Usa,Headphones,28.0,4.0,2007-08-27,112.0
284,Angela Tran DDS,AngelaTranDDS@example.com,Uk,Monitor,30.0,3.0,1991-07-18,90.0
285,Ashley Hernandez,AshleyHernandez@example.com,Uk,Keyboard,5.0,3.0,1974-02-06,15.0
286,Shannon Martin,ShannonMartin@example.com,Usa,Headphones,35.0,4.0,2014-08-21,140.0
287,April Nichols,AprilNichols@example.org,Germany,Laptop,500.0,3.0,2011-07-14,1500.0
288,Diana Dawson,DianaDawson@example.com,Canada,Monitor,10.0,2.0,1972-05-15,20.0
289,Jennifer Sullivan,JenniferSullivan@example.net,Usa,Monitor,40.0,1.0,2008-06-19,40.0
290,Nicole Benson,NicoleBenson@example.net,Bangladesh,Phone,60.0,1.0,1996-08-29,60.0
291,Dr. Tara Hines,Dr.TaraHines@example.net,Usa,Monitor,10.0,1.0,1971-07-17,10.0
292,Michael Nelson,MichaelNelson@example.net,Usa,Phone,80.0,1.0,2007-04-08,80.0
293,Natalie Walters,NatalieWalters@example.net,Usa,Headphones,14.0,2.0,1983-01-05,28.0
294,Michelle Morales,MichelleMorales@example.com,India,Monitor,30.0,2.0,1997-07-11,60.0
295,Dawn Jones,DawnJones@example.org,Usa,Laptop,500.0,1.0,2014-09-02,500.0
296,Cynthia Phillips,CynthiaPhillips@example.com,Canada,Laptop,100.0,2.0,1976-06-19,200.0
297,Allison Wagner,AllisonWagner@example.com,Bangladesh,Headphones,28.0,4.0,2007-12-19,112.0
298,Troy Baker,TroyBaker@example.com,Usa,Monitor,50.0,3.0,2014-12-06,150.0
299,Susan Gray,SusanGray@example.com,Usa,Phone,100.0,4.0,2012-02-17,400.0
300,Daniel Watson,DanielWatson@example.org,Canada,Laptop,100.0,3.0,1971-06-21,300.0
301,Laura Mcdaniel,LauraMcdaniel@example.org,Usa,Headphones,28.0,3.0,2001-10-27,84.0
302,Julie Nguyen,JulieNguyen@example.net,Usa,Phone,120.0,3.0,2020-11-23,360.0
303,Jessica Harris,JessicaHarris@example.net,India,Laptop,500.0,2.0,2018-09-27,1000.0
304,Gabrielle Howard,GabrielleHoward@example.net,Usa,Keyboard,20.0,1.0,2001-05-21,20.0
305,Justin Hall,JustinHall@example.com,Uk,Keyboard,25.0,3.0,2018-02-27,75.0
306,Meghan Castro,MeghanCastro@example.org,Usa,Headphones,35.0,2.0,2019-11-27,70.0
307,James Jenkins,JamesJenkins@example.net,Uk,Keyboard,25.0,1.0,2011-03-06,25.0
308,Cynthia Smith,CynthiaSmith@example.net,Usa,Tablet,15.0,2.0,1975-06-23,30.0
309,Mr. David Russo,Mr.DavidRusso@example.net,Uk,Phone,120.0,2.0,2021-12-31,240.0
310,Heidi Mueller,HeidiMueller@example.net,Usa,Keyboard,15.0,3.0,2000-06-12,45.0
311,Tyler Whitaker,TylerWhitaker@example.org,Uk,Laptop,400.0,1.0,2005-10-26,400.0
312,Jeffrey Stokes,JeffreyStokes@example.com,Usa,Headphones,28.0,4.0,2006-12-20,112.0
313,Stephen Merritt,StephenMerritt@example.org,Uk,Monitor,40.0,2.0,2002-12-04,80.0
314,Ashley Martinez,AshleyMartinez@example.com,Usa,Keyboard,5.0,3.0,1980-11-14,15.0
315,Gina Bowen,GinaBowen@example.net,Uk,Keyboard,30.0,1.0,2020-12-28,30.0
316,Jeremy Tucker,JeremyTucker@example.org,Usa,Keyboard,20.0,2.0,2006-09-18,40.0
317,Patricia Walker,PatriciaWalker@example.com,Uk,Tablet,90.0,4.0,2020-11-13,360.0
318,Melissa Edwards,MelissaEdwards@example.com,Canada,Keyboard,20.0,2.0,2008-11-15,40.0
319,Christine Mathews,ChristineMathews@example.net,Usa,Laptop,200.0,1.0,1985-01-09,200.0
320,Ricky Bryant,RickyBryant@example.net,Canada,Headphones,35.0,2.0,2016-02-15,70.0
321,Karen Snyder,KarenSnyder@example.com,Germany,Laptop,300.0,3.0,1993-12-13,900.0
322,Kevin Johnson,KevinJohnson@example.net,Uk,Phone,40.0,4.0,1987-01-16,160.0
323,Amanda Wood,AmandaWood@example.com,Uk,Laptop,500.0,1.0,2012-05-05,500.0
324,Timothy Bryant,TimothyBryant@example.net,Uk,Headphones,35.0,4.0,2014-05-14,140.0
325,Luis Lee,LuisLee@example.net,Usa,Phone,40.0,3.0,1982-09-21,120.0
326,Summer Thomas,SummerThomas@example.net,Germany,Headphones,7.0,1.0,1974-03-31,7.0
327,Susan Thomas,SusanThomas@example.net,Uk,Keyboard,15.0,2.0,1997-04-09,30.0
328,James Juarez,JamesJuarez@example.com,Uk,Phone,20.0,2.0,1976-08-25,40.0
329,Tyler Holmes,TylerHolmes@example.org,Uk,Headphones,7.0,2.0,1977-09-06,14.0
330,Amber Macias,AmberMacias@example.org,India,Laptop,400.0,3.0,2001-01-02,1200.0
331,David Rowe,DavidRowe@example.org,Uk,Phone,20.0,3.0,1973-08-07,60.0
332,Terrence Wilson,TerrenceWilson@example.net,Usa,Headphones,35.0,3.0,2013-09-12,105.0
333,Jennifer French,JenniferFrench@example.net,Usa,Monitor,60.0,4.0,2020-01-20,240.0
334,Greg Gregory,GregGregory@example.net,Usa,Monitor,50.0,1.0,2014-06-24,50.0
335,Lisa Ellis,LisaEllis@example.net,Germany,Monitor,40.0,3.0,2003-05-15,120.0
336,Jean Hall,JeanHall@example.com,Usa,Keyboard,25.0,4.0,2010-10-06,100.0
337,Julie Nguyen,JulieNguyen@example.net,Germany,Laptop,400.0,2.0,2002-02-01,800.0
338,Jeremy Tucker,JeremyTucker@example.net,Usa,Phone,80.0,3.0,2007-01-06,240.0
339,Michael Holden,MichaelHolden@example.org,Germany,Tablet,15.0,4.0,1971-01-28,60.0
340,Hunter Cook,HunterCook@example.com,Bangladesh,Laptop,500.0,4.0,2010-09-21,2000.0
341,Michael Gregory,MichaelGregory@example.net,India,Keyboard,25.0,4.0,2011-10-08,100.0
342,Brandon Morris,BrandonMorris@example.com,Uk,Phone,40.0,1.0,1982-11-29,40.0
343,Larry Daugherty,LarryDaugherty@example.org,Uk,Phone,80.0,4.0,2003-06-19,320.0
344,Thomas Vasquez,ThomasVasquez@example.org,Usa,Monitor,10.0,3.0,1977-07-27,30.0
345,Jessica Carroll,JessicaCarroll@example.org,India,Headphones,28.0,3.0,2007-07-21,84.0
346,Roger Lozano,RogerLozano@example.net,Germany,Tablet,45.0,1.0,1998-08-01,45.0
347,Dawn Jones,DawnJones@example.com,Usa,Phone,100.0,4.0,2015-10-19,400.0
348,Daniel Nelson,DanielNelson@example.net,Usa,Laptop,600.0,1.0,2025-04-30,600.0
349,Allison Conley,AllisonConley@example.org,Bangladesh,Laptop,400.0,3.0,2003-08-05,1200.0
350,Nicholas Baker,NicholasBaker@example.org,Bangladesh,Laptop,200.0,4.0,1990-06-13,800.0
351,Sandra Myers,SandraMyers@example.net,India,Laptop,300.0,2.0,2000-05-04,600.0
352,Julie Nguyen,JulieNguyen@example.com,Bangladesh,Keyboard,30.0,1.0,2023-12-09,30.0
353,Danny Casey,DannyCasey@example.com,Germany,Tablet,60.0,1.0,2006-12-07,60.0
354,Dwayne Wu,DwayneWu@example.com,Uk,Monitor,40.0,3.0,2002-08-19,120.0
355,Maria Murphy,MariaMurphy@example.org,Germany,Headphones,21.0,3.0,1991-09-19,63.0
356,Beth Gordon,BethGordon@example.com,India,Headphones,35.0,2.0,2018-06-13,70.0
357,Philip Hobbs,PhilipHobbs@example.net,Usa,Laptop,400.0,3.0,2007-02-10,1200.0
358,Ryan Wagner,RyanWagner@example.org,Usa,Tablet,30.0,1.0,1981-12-31,30.0
359,Daniel Todd,DanielTodd@example.net,Usa,Phone,60.0,1.0,1995-08-20,60.0
360,Angela Hoover,AngelaHoover@example.com,Canada,Headphones,28.0,3.0,2005-10-13,84.0
361,Frank Bryant,FrankBryant@example.com,Usa,Laptop,100.0,3.0,1971-03-19,300.0
362,Patrick Myers,PatrickMyers@example.com,Bangladesh,Monitor,10.0,3.0,1976-06-02,30.0
363,Julie Nguyen,JulieNguyen@example.net,Bangladesh,Laptop,600.0,1.0,2025-03-20,600.0
364,Anna Hanson,AnnaHanson@example.org,Usa,Laptop,500.0,3.0,2011-02-16,1500.0
365,Angela Dixon,AngelaDixon@example.org,Usa,Keyboard,15.0,2.0,1993-03-06,30.0
366,Dr. Jean Nunez,Dr.JeanNunez@example.com,Uk,Keyboard,10.0,4.0,1981-04-17,40.0
367,Jorge Byrd,JorgeByrd@example.net,Uk,Monitor,20.0,3.0,1987-08-29,60.0
368,Chad Boyle,ChadBoyle@example.com,Usa,Laptop,500.0,2.0,2016-01-06,1000.0
369,Douglas Gray,DouglasGray@example.com,Bangladesh,Tablet,15.0,3.0,1979-01-16,45.0
370,Douglas Gomez,DouglasGomez@example.com,Usa,Keyboard,5.0,4.0,1977-02-16,20.0
371,Sabrina Lee,SabrinaLee@example.org,Uk,Headphones,28.0,3.0,2003-02-25,84.0
372,Philip Mendoza,PhilipMendoza@example.com,Usa,Laptop,400.0,1.0,2009-01-17,400.0
373,Christopher Thomas,ChristopherThomas@example.net,Usa,Monitor,40.0,3.0,2009-07-27,120.0
374,Christine Lester,ChristineLester@example.com,Germany,Keyboard,5.0,4.0,1974-02-14,20.0
375,Austin Martinez,AustinMartinez@example.com,Canada,Keyboard,10.0,3.0,1988-02-03,30.0
376,Heidi Cook,HeidiCook@example.org,Bangladesh,Headphones,35.0,2.0,2016-06-16,70.0
377,Dr. Christopher Jacobs,Dr.ChristopherJacobs@example.com,Usa,Keyboard,20.0,1.0,2008-07-02,20.0
378,Rachel Smith,RachelSmith@example.com,Uk,Headphones,7.0,4.0,1974-06-09,28.0
379,Jeffery Coleman,JefferyColeman@example.net,India,Monitor,40.0,3.0,2009-10-03,120.0
380,David Holmes,DavidHolmes@example.net,India,Monitor,60.0,4.0,2021-11-07,240.0
381,Bryan Johnson,BryanJohnson@example.org,Usa,Monitor,30.0,4.0,1999-06-29,120.0
382,Mr. Shawn Rice,Mr.ShawnRice@example.net,Bangladesh,Laptop,500.0,2.0,2012-04-07,1000.0
383,Clayton Townsend,ClaytonTownsend@example.com,Uk,Tablet,60.0,2.0,2009-03-29,120.0
384,Andrew Rodriguez,AndrewRodriguez@example.org,Bangladesh,Laptop,100.0,3.0,1974-02-15,300.0
385,Tyler Whitaker,TylerWhitaker@example.com,Germany,Monitor,30.0,3.0,1991-05-04,90.0
386,Charles Day,CharlesDay@example.net,Bangladesh,Keyboard,20.0,4.0,2008-01-13,80.0
387,Michael Rhodes,MichaelRhodes@example.com,Usa,Phone,40.0,2.0,1981-06-04,80.0
388,Marc Haney,MarcHaney@example.net,India,Monitor,20.0,3.0,1987-10-05,60.0
389,Carlos Cruz,CarlosCruz@example.org,Germany,Laptop,300.0,4.0,1996-02-19,1200.0
390,Christine Lester,ChristineLester@example.com,Uk,Tablet,15.0,1.0,1971-11-07,15.0
391,Michael Torres,MichaelTorres@example.net,Canada,Headphones,21.0,3.0,1993-01-12,63.0
392,Christopher Wu,ChristopherWu@example.com,Germany,Keyboard,20.0,1.0,2008-01-01,20.0
393,Brian Sullivan,BrianSullivan@example.com,Uk,Monitor,40.0,4.0,2003-03-31,160.0
394,Michele Mathews,MicheleMathews@example.com,Germany,Headphones,7.0,4.0,1973-02-10,28.0
395,Jessica Smith,JessicaSmith@example.com,Canada,Phone,80.0,3.0,2004-08-10,240.0
396,David Long,DavidLong@example.net,India,Laptop,500.0,4.0,2014-11-03,2000.0
397,Molly Brown,MollyBrown@example.org,India,Monitor,40.0,2.0,2005-09-30,80.0
398,Cynthia Ramos,CynthiaRamos@example.com,Usa,Keyboard,5.0,2.0,1978-12-26,10.0
399,Dr. Caleb Stevens,Dr.CalebStevens@example.net,India,Laptop,100.0,1.0,1980-11-11,100.0
400,Robert Hawkins,RobertHawkins@example.org,Uk,Monitor,20.0,4.0,1983-02-02,80.0
401,Christine Lester,ChristineLester@example.net,Usa,Keyboard,20.0,1.0,2007-10-11,20.0
402,Brianna Lopez,BriannaLopez@example.com,India,Tablet,30.0,1.0,1983-12-10,30.0
403,Karen Hughes,KarenHughes@example.org,Usa,Tablet,60.0,1.0,2008-03-25,60.0
404,April Moyer,AprilMoyer@example.org,Usa,Phone,100.0,2.0,2012-10-02,200.0
405,Jason Barrera,JasonBarrera@example.com,Germany,Headphones,28.0,4.0,2001-10-04,112.0
406,Nancy Davis,NancyDavis@example.com,Usa,Keyboard,20.0,3.0,2008-05-26,60.0
407,Brenda Foster,BrendaFoster@example.org,Usa,Laptop,500.0,1.0,2019-09-08,500.0
408,Shane Newton,ShaneNewton@example.org,Uk,Keyboard,20.0,1.0,2003-09-19,20.0
409,Dawn Jones,DawnJones@example.com,Bangladesh,Keyboard,15.0,1.0,2000-10-15,15.0
410,Monica Gutierrez,MonicaGutierrez@example.com,Germany,Tablet,75.0,1.0,2016-05-07,75.0
411,Leslie Smith,LeslieSmith@example.com,India,Tablet,75.0,1.0,2010-12-09,75.0
412,David Thomas,DavidThomas@example.org,Bangladesh,Laptop,500.0,1.0,2014-11-19,500.0
413,Andrew Salas,AndrewSalas@example.net,Uk,Tablet,75.0,4.0,2019-03-24,300.0
414,Wendy Lee,WendyLee@example.com,India,Tablet,60.0,3.0,2004-10-08,180.0
415,David Aguirre,DavidAguirre@example.com,Uk,Phone,20.0,4.0,1970-01-12,80.0
416,Mary Hart,MaryHart@example.net,Uk,Laptop,400.0,1.0,2001-03-11,400.0
417,Tara Brown,TaraBrown@example.org,Usa,Keyboard,15.0,1.0,1991-12-01,15.0
418,Laura Ford,LauraFord@example.com,Uk,Tablet,15.0,3.0,1975-02-11,45.0
419,Patrick Jackson,PatrickJackson@example.org,Usa,Tablet,45.0,2.0,1998-04-23,90.0
420,David Mcmillan,DavidMcmillan@example.org,Uk,Keyboard,5.0,3.0,1980-10-08,15.0
421,Renee Carroll,ReneeCarroll@example.org,Usa,Laptop,400.0,2.0,2002-03-23,800.0
422,Nancy Rivera,NancyRivera@example.net,Usa,Monitor,10.0,4.0,1979-07-03,40.0
423,Crystal Harris,CrystalHarris@example.net,Bangladesh,Monitor,40.0,2.0,2006-02-24,80.0
424,Melinda Alvarez,MelindaAlvarez@example.org,Usa,Monitor,30.0,4.0,1991-03-11,120.0
425,Samantha Cannon,SamanthaCannon@example.net,Germany,Keyboard,10.0,3.0,1983-10-30,30.0
426,Anthony Sherman,AnthonySherman@example.org,Canada,Laptop,500.0,1.0,2010-01-12,500.0
427,Erin Wilson,ErinWilson@example.org,Germany,Keyboard,15.0,1.0,1992-09-26,15.0
428,Jeremiah Jones,JeremiahJones@example.net,Germany,Headphones,21.0,1.0,1999-05-26,21.0
429,Mark Booker,MarkBooker@example.org,Usa,Keyboard,5.0,1.0,1978-06-11,5.0
430,Christine Lester,ChristineLester@example.com,Usa,Phone,80.0,4.0,2006-04-05,320.0
431,Jerry Kennedy,JerryKennedy@example.net,Bangladesh,Monitor,20.0,2.0,1989-09-04,40.0
432,Alexandra Sandoval,AlexandraSandoval@example.org,Usa,Monitor,60.0,1.0,2023-03-02,60.0
433,Allison Mitchell,AllisonMitchell@example.com,Germany,Phone,60.0,1.0,1992-08-13,60.0
434,Kathryn Smith,KathrynSmith@example.net,India,Laptop,200.0,1.0,1988-02-27,200.0
435,Christy Gardner,ChristyGardner@example.net,Usa,Keyboard,30.0,2.0,2021-03-15,60.0
436,David Jackson,DavidJackson@example.org,Uk,Laptop,400.0,3.0,2002-01-15,1200.0
437,Christina Heath,ChristinaHeath@example.org,Usa,Tablet,90.0,4.0,2023-11-05,360.0
438,Donna Cox,DonnaCox@example.org,Uk,Phone,100.0,3.0,2016-05-14,300.0
439,Christine Daugherty,ChristineDaugherty@example.net,Usa,Monitor,30.0,4.0,2000-12-07,120.0
440,Laura Hall,LauraHall@example.net,India,Laptop,200.0,2.0,1982-07-26,400.0
441,Jacqueline Gregory,JacquelineGregory@example.com,Uk,Keyboard,20.0,1.0,2006-02-24,20.0
442,Shannon Ashley,ShannonAshley@example.com,Bangladesh,Laptop,400.0,2.0,2001-01-19,800.0
443,Andrew Robertson,AndrewRobertson@example.com,Uk,Tablet,75.0,3.0,2019-11-23,225.0
444,Jonathan Robbins,JonathanRobbins@example.com,India,Monitor,30.0,1.0,1996-09-26,30.0
445,Jennifer Holmes,JenniferHolmes@example.net,Uk,Phone,80.0,1.0,2001-08-19,80.0
446,Nicole Payne,NicolePayne@example.com,Germany,Phone,60.0,4.0,1993-06-26,240.0
447,Mr. Zachary Davis DDS,Mr.ZacharyDavisDDS@example.org,Usa,Laptop,300.0,4.0,1992-12-02,1200.0
448,Linda Pollard,LindaPollard@example.org,Germany,Keyboard,20.0,3.0,2005-07-31,60.0
449,Lance Mckinney,LanceMckinney@example.com,Uk,Headphones,21.0,1.0,1993-02-17,21.0
450,Kevin Jones,KevinJones@example.net,Uk,Phone,80.0,4.0,2002-10-15,320.0
451,Julie Nguyen,JulieNguyen@example.org,Canada,Laptop,300.0,4.0,2000-02-16,1200.0
452,Laurie Jacobs,LaurieJacobs@example.org,Bangladesh,Phone,100.0,1.0,2012-11-16,100.0
453,Jo Jones,JoJones@example.net,Canada,Headphones,28.0,3.0,2002-07-09,84.0
454,Michael Lewis,MichaelLewis@example.net,Bangladesh,Phone,20.0,2.0,1978-12-24,40.0
455,Edward Hernandez,EdwardHernandez@example.org,Bangladesh,Monitor,40.0,3.0,2003-05-22,120.0
456,Robert Brown,RobertBrown@example.net,Usa,Monitor,40.0,4.0,2002-03-19,160.0
457,Lynn Clark,LynnClark@example.org,Germany,Phone,40.0,2.0,1982-05-26,80.0
458,Danielle Williams,DanielleWilliams@example.net,Usa,Monitor,40.0,1.0,2003-10-17,40.0
459,Ann Phillips,AnnPhillips@example.com,Canada,Tablet,15.0,3.0,1979-05-04,45.0
460,Antonio Stokes,AntonioStokes@example.org,Bangladesh,Monitor,20.0,2.0,1982-01-24,40.0
461,Rebecca Fitzpatrick,RebeccaFitzpatrick@example.org,Bangladesh,Tablet,15.0,2.0,1975-05-22,30.0
462,Jeffrey Williams,JeffreyWilliams@example.com,Usa,Headphones,28.0,2.0,2004-06-04,56.0
463,Olivia Lewis MD,OliviaLewisMD@example.net,Germany,Keyboard,30.0,1.0,2020-02-06,30.0
464,Jamie Shea,JamieShea@example.org,Usa,Headphones,35.0,2.0,2012-04-08,70.0
465,Ruth Tate,RuthTate@example.org,Bangladesh,Monitor,40.0,2.0,2008-02-10,80.0
466,Ryan Graves MD,RyanGravesMD@example.net,Usa,Laptop,100.0,4.0,1972-04-28,400.0
467,Helen Weber,HelenWeber@example.org,Usa,Phone,60.0,3.0,1993-05-22,180.0
468,Jeffrey Davis,JeffreyDavis@example.com,Usa,Monitor,40.0,2.0,2006-10-01,80.0
469,James Smith,JamesSmith@example.net,Uk,Keyboard,20.0,2.0,2002-01-17,40.0
470,Dawn Jones,DawnJones@example.org,Usa,Tablet,75.0,2.0,2018-01-18,150.0
471,Jeremy Tucker,JeremyTucker@example.org,Uk,Laptop,100.0,2.0,1974-01-21,200.0
472,Carolyn Clarke,CarolynClarke@example.org,Usa,Laptop,600.0,1.0,2022-08-17,600.0
473,Dawn Jones,DawnJones@example.net,Usa,Headphones,28.0,2.0,2001-04-24,56.0
474,Willie Anderson,WillieAnderson@example.com,Germany,Tablet,15.0,1.0,1976-05-17,15.0
475,Mariah Scott,MariahScott@example.com,Uk,Monitor,10.0,1.0,1975-08-08,10.0
476,Meredith Nash,MeredithNash@example.net,Uk,Laptop,300.0,1.0,1991-01-03,300.0
477,Amy Jordan,AmyJordan@example.org,Uk,Keyboard,20.0,4.0,2007-02-06,80.0
478,Jeremy Tucker,JeremyTucker@example.net,Uk,Laptop,400.0,2.0,2001-06-27,800.0
479,Joseph Hernandez,JosephHernandez@example.com,Usa,Keyboard,25.0,2.0,2010-12-05,50.0
480,William Gonzalez,WilliamGonzalez@example.com,Bangladesh,Tablet,15.0,1.0,1976-07-15,15.0
481,Sarah Yang,SarahYang@example.net,India,Keyboard,30.0,4.0,2020-06-16,120.0
482,Jeremy Tucker,JeremyTucker@example.net,Usa,Phone,80.0,1.0,2004-11-20,80.0
483,Mary Smith,MarySmith@example.com,Usa,Phone,40.0,2.0,1990-09-10,80.0
484,Denise Mcguire,DeniseMcguire@example.com,Germany,Phone,80.0,2.0,2009-01-07,160.0
485,Kathleen Schmidt,KathleenSchmidt@example.com,Uk,Headphones,7.0,4.0,1978-10-26,28.0
486,Julie Nguyen,JulieNguyen@example.com,Usa,Laptop,100.0,1.0,1976-06-13,100.0
487,Cristian Anderson,CristianAnderson@example.org,Usa,Tablet,60.0,3.0,2004-08-09,180.0
488,Mrs. Julie Stephenson,Mrs.JulieStephenson@example.org,Uk,Headphones,28.0,3.0,2008-05-27,84.0
489,Michelle Chapman,MichelleChapman@example.net,Germany,Keyboard,20.0,1.0,2005-05-07,20.0
490,Scott Nelson,ScottNelson@example.org,Canada,Headphones,21.0,3.0,2000-12-17,63.0
491,Kayla Herrera,KaylaHerrera@example.net,Uk,Phone,80.0,2.0,2009-08-23,160.0
492,Colleen Bauer,ColleenBauer@example.net,Usa,Phone,20.0,2.0,1978-10-07,40.0
493,Jackson Jackson,JacksonJackson@example.org,Usa,Keyboard,10.0,2.0,1984-04-10,20.0
494,Katherine Macias,KatherineMacias@example.org,Uk,Monitor,40.0,1.0,2002-06-17,40.0
495,Rebecca Bishop,RebeccaBishop@example.com,Usa,Laptop,400.0,2.0,2002-07-04,800.0
496,Melissa Dougherty,MelissaDougherty@example.org,India,Headphones,42.0,2.0,2022-07-16,84.0
497,Kenneth Mcguire,KennethMcguire@example.net,Uk,Monitor,40.0,3.0,2005-05-20,120.0
498,Tyler Whitaker,TylerWhitaker@example.net,Usa,Tablet,30.0,2.0,1986-10-21,60.0
499,Alexander Knight,AlexanderKnight@example.net,Canada,Tablet,30.0,4.0,1981-03-11,120.0
500,Thomas Martin,ThomasMartin@example.com,Uk,Phone,100.0,1.0,2012-11-02,100.0
501,Timothy Hart,TimothyHart@example.com,Canada,Tablet,45.0,3.0,2000-04-02,135.0
502,Brooke Holloway,BrookeHolloway@example.com,Uk,Keyboard,25.0,4.0,2014-06-17,100.0
503,Richard Gregory,RichardGregory@example.net,India,Headphones,14.0,2.0,1985-11-05,28.0
504,George Fleming,GeorgeFleming@example.net,Usa,Tablet,90.0,4.0,2023-11-24,360.0
505,Timothy Lutz,TimothyLutz@example.com,Uk,Laptop,300.0,3.0,1997-02-23,900.0
506,Patricia Butler,PatriciaButler@example.com,Usa,Keyboard,30.0,4.0,2025-10-08,120.0
507,John Mccoy,JohnMccoy@example.org,Canada,Keyboard,20.0,2.0,2006-07-26,40.0
508,Daniel Stephenson,DanielStephenson@example.org,Usa,Tablet,60.0,3.0,2001-10-19,180.0
509,David Larson,DavidLarson@example.net,Usa,Tablet,75.0,1.0,2011-08-13,75.0
510,Luke Mendoza,LukeMendoza@example.org,Germany,Laptop,600.0,1.0,2021-07-10,600.0
511,Victoria Davis,VictoriaDavis@example.org,Germany,Monitor,50.0,4.0,2010-05-01,200.0
512,Kathryn Carter,KathrynCarter@example.com,Canada,Laptop,400.0,3.0,2003-05-09,1200.0
513,Brandon Moore,BrandonMoore@example.net,Usa,Keyboard,15.0,2.0,1992-01-02,30.0
514,Benjamin Yoder,BenjaminYoder@example.org,India,Monitor,40.0,3.0,2007-05-22,120.0
515,Mr. Joseph Cohen MD,Mr.JosephCohenMD@example.com,Bangladesh,Laptop,200.0,3.0,1981-02-02,600.0
516,Joel Clark,JoelClark@example.com,Canada,Phone,20.0,3.0,1974-07-24,60.0
517,David Campbell,DavidCampbell@example.org,Usa,Phone,80.0,3.0,2003-10-09,240.0
518,Darlene Wilson,DarleneWilson@example.com,Canada,Keyboard,25.0,4.0,2010-04-18,100.0
519,Erin Gill,ErinGill@example.org,Usa,Keyboard,30.0,3.0,2022-04-04,90.0
520,Dawn Jones,DawnJones@example.org,Uk,Headphones,28.0,3.0,2006-07-08,84.0
521,Jennifer Parker,JenniferParker@example.net,India,Phone,100.0,1.0,2013-12-21,100.0
522,William Brown II,WilliamBrownII@example.com,Canada,Laptop,500.0,4.0,2011-09-26,2000.0
523,Mariah Rodriguez,MariahRodriguez@example.com,Usa,Tablet,75.0,2.0,2019-07-04,150.0
524,Gordon Cannon,GordonCannon@example.org,Usa,Phone,100.0,4.0,2014-08-08,400.0
525,Joshua Hernandez,JoshuaHernandez@example.org,Canada,Phone,60.0,1.0,2000-07-25,60.0
526,Jeanette Burton,JeanetteBurton@example.org,Canada,Keyboard,5.0,2.0,1972-06-01,10.0
527,Cody Hudson,CodyHudson@example.com,Usa,Phone,80.0,1.0,2008-07-26,80.0
528,Don Banks,DonBanks@example.net,Uk,Headphones,7.0,1.0,1971-01-25,7.0
529,Joshua Miller,JoshuaMiller@example.org,India,Headphones,35.0,3.0,2014-04-20,105.0
530,Bethany Wilson,BethanyWilson@example.com,Usa,Headphones,7.0,2.0,1973-09-27,14.0
531,Melinda Burch,MelindaBurch@example.org,Uk,Laptop,200.0,2.0,1982-08-29,400.0
532,Benjamin Bowman,BenjaminBowman@example.net,Uk,Keyboard,5.0,3.0,1970-05-21,15.0
533,Michelle Logan,MichelleLogan@example.org,Germany,Laptop,500.0,2.0,2011-02-04,1000.0
534,Edgar Henderson,EdgarHenderson@example.org,Bangladesh,Headphones,28.0,1.0,2004-08-19,28.0
535,Erica Powell,EricaPowell@example.com,Uk,Headphones,35.0,3.0,2019-12-26,105.0
536,Shannon Jones,ShannonJones@example.com,Germany,Keyboard,15.0,4.0,1996-10-04,60.0
537,Maria Ward,MariaWard@example.com,Usa,Tablet,75.0,2.0,2019-10-19,150.0
538,Michael Vasquez,MichaelVasquez@example.net,Usa,Headphones,35.0,3.0,2012-01-13,105.0
539,Dale Lopez,DaleLopez@example.com,India,Headphones,7.0,1.0,1976-02-22,7.0
540,Maria Mills,MariaMills@example.org,India,Headphones,35.0,3.0,2014-07-26,105.0
541,Meredith Macdonald,MeredithMacdonald@example.com,Uk,Phone,40.0,2.0,1987-02-03,80.0
542,Joseph Abbott,JosephAbbott@example.net,Uk,Monitor,10.0,3.0,1970-07-10,30.0
543,Patrick Rodriguez,PatrickRodriguez@example.net,Usa,Phone,80.0,4.0,2002-01-23,320.0
544,Olivia Watkins,OliviaWatkins@example.com,Germany,Monitor,20.0,4.0,1981-06-16,80.0
545,Jacob Mckinney,JacobMckinney@example.com,India,Laptop,400.0,1.0,2009-05-15,400.0
546,Mary Adams,MaryAdams@example.net,Canada,Headphones,14.0,2.0,1989-08-26,28.0
547,Jeffrey Mitchell,JeffreyMitchell@example.net,Germany,Keyboard,20.0,1.0,2001-08-18,20.0
548,Sarah Liu,SarahLiu@example.net,Usa,Phone,100.0,2.0,2011-01-02,200.0
549,Kevin Collier,KevinCollier@example.net,Canada,Phone,80.0,3.0,2009-07-18,240.0
550,Tyler Whitaker,TylerWhitaker@example.net,Usa,Monitor,40.0,3.0,2009-07-09,120.0
